label,RMSE,MAE,R2,NRMSE
全局模型预测,50.89957802589441,33.93364373160529,0.4838106711566579,0.6077694064699014
分层净功率（扣线损）,46.780722245237854,32.5112376404827,0.5639718748607265,0.5585879666577436
