label,RMSE,MAE,R2,NRMSE
全局模型预测,39.082063241349644,25.650851267683834,0.7088997157669235,0.45998778608782376
分层净功率（扣线损）,37.85784503443603,25.61222018381432,0.7268511090462744,0.4455789914648521
