label,RMSE,MAE,R2,NRMSE
全局模型预测,52.645669860363476,35.54106223597103,0.4440916598142658,0.6294327485420604
分层净功率（扣线损）,48.83274059569093,34.30179826337247,0.5217003371921498,0.5838452851585576
