label,RMSE,MAE,R2,NRMSE
全局模型预测,71.96316557113582,52.1030300274613,0.2984834365880794,0.5739640835617021
分层净功率（扣线损）,49.72894922371079,39.16740687219232,0.6650068114939647,0.3966283381386148
