label,RMSE,MAE,R2,NRMSE
全局模型预测,46.4980288554421,31.06585223024335,0.5756409755978059,0.5525785808448767
分层净功率（扣线损）,45.064935026896514,31.482429134686242,0.6013958137487974,0.5355478168858882
