label,RMSE,MAE,R2,NRMSE
全局模型预测,41.68404626308164,32.77049394998061,0.7652577960688826,0.333268931885362
分层净功率（扣线损）,43.17386650287951,34.35752201744069,0.7481781976724224,0.3451802227635313
