label,RMSE,MAE,R2,NRMSE
全局模型预测,44.00809323116387,29.04176913999044,0.6267568051509153,0.5197954958794226
分层净功率（扣线损）,42.182871238240885,29.108545484385967,0.6570750619952119,0.49823713919448476
