label,RMSE,MAE,R2,NRMSE
全局模型预测,51.707745564134996,35.9234527296371,0.463723107707943,0.6182189057081611
分层净功率（扣线损）,49.51316677821782,35.733263569341474,0.5082784004974221,0.5919804750684563
