label,RMSE,MAE,R2,NRMSE
全局模型预测,49.44868349974569,34.065065789041384,0.5128192433680994,0.5904449150063528
分层净功率（扣线损）,47.4026711112089,33.735749129342,0.5523008317757025,0.5660143836888151
