label,RMSE,MAE,R2,NRMSE
全局模型预测,48.93557839940099,39.31708794617145,0.6756104442411335,0.3903005681678867
分层净功率（扣线损）,50.329968610086375,40.779266614383,0.6568604872233947,0.4014219507953966
