label,RMSE,MAE,R2,NRMSE
全局模型预测,39.200594764013864,25.67238907348805,0.7071312889590283,0.4613828775484569
分层净功率（扣线损）,80.16766044068893,61.37533697469652,-0.22485895704996328,0.9435567517054007
