label,RMSE,MAE,R2,NRMSE
全局模型预测,60.928944436695964,43.09616628899301,0.4995079747704174,0.48795574598287744
分层净功率（扣线损）,39.6734346694449,30.561603497297604,0.7877980089966183,0.3177288001426884
