label,RMSE,MAE,R2,NRMSE
全局模型预测,44.21506947487411,28.80819779649514,0.6232377188468325,0.5222401671054516
分层净功率（扣线损）,41.28375358992736,28.086516657820802,0.6715379881449677,0.4876173356641624
