label,RMSE,MAE,R2,NRMSE
全局模型预测,65.52462234594863,47.99908617971954,0.4192934692900382,0.5233463911998416
分层净功率（扣线损）,46.02163618799396,35.787715954945305,0.713534868735504,0.3675756739037178
