label,RMSE,MAE,R2,NRMSE
全局模型预测,46.933122629346,30.83397987033636,0.5754921800326438,0.5543440753532841
分层净功率（扣线损）,80.04248251500954,61.58269716253926,-0.23471832518751978,0.9454106923416246
