label,RMSE,MAE,R2,NRMSE
全局模型预测,50.32437117494932,34.35598817398558,0.49541147238289085,0.6009011152196583
分层净功率（扣线损）,47.48838522937944,33.83088863464981,0.5506802972017935,0.567037858160452
