label,RMSE,MAE,R2,NRMSE
全局模型预测,49.02198309571775,34.42848367012223,0.5211908842528117,0.5853498737239949
分层净功率（扣线损）,79.08882943521955,61.21831780230142,-0.24626659362590653,0.9443648216452578
