label,RMSE,MAE,R2,NRMSE
全局模型预测,33.45201080785774,25.707498372190003,0.8496037975821541,0.26880383352155346
分层净功率（扣线损）,35.01615546968077,27.289885697844852,0.8352105754846869,0.2813725273347679
