label,RMSE,MAE,R2,NRMSE
全局模型预测,33.67643565087714,20.582684326063234,0.7859930667839266,0.39496247376762866
分层净功率（扣线损）,80.76610130357068,62.06743482593907,-0.23093138228666565,0.9472373946615789
